1442115658705	4-5	18.0
1442115658705	5-1	154.0
1442115659705	1-2	48.0
1442115659705	2-3	54.0
1442115659705	3-4	44.0
1442115659705	4-5	18.0
1442115659705	5-1	153.0
1442115660705	1-2	48.0
1442115660705	2-3	54.0
1442115660705	3-4	44.0
1442115660705	4-5	18.0
1442115660705	5-1	152.0
1442115661705	1-2	48.0
1442115661705	2-3	54.0
1442115661705	3-4	43.0
1442115661705	4-5	17.0
1442115661705	5-1	151.0
1442115662705	1-2	48.0
1442115662705	2-3	54.0
1442115662705	3-4	43.0
1442115662705	4-5	17.0
1442115662705	5-1	149.0
1442115663705	1-2	48.0
1442115663705	2-3	54.0
1442115663705	3-4	43.0
1442115663705	4-5	17.0
1442115663705	5-1	148.0
1442115664705	1-2	48.0
1442115664705	2-3	54.0
1442115664705	3-4	42.0
1442115664705	4-5	17.0
1442115664705	5-1	147.0
1442115665705	1-2	49.0
1442115665705	2-3	54.0
1442115665705	3-4	42.0
1442115665705	4-5	17.0
1442115665705	5-1	146.0
1442115666705	1-2	49.0
1442115666705	2-3	54.0
1442115666705	3-4	42.0
1442115666705	4-5	17.0
1442115666705	5-1	145.0
1442115667705	1-2	49.0
1442115667705	2-3	54.0
1442115667705	3-4	41.0
1442115667705	4-5	17.0
1442115667705	5-1	144.0
1442115668705	1-2	49.0
1442115668705	2-3	54.0
1442115668705	3-4	41.0
1442115668705	4-5	17.0
1442115668705	5-1	143.0
1442115669705	1-2	49.0
1442115669705	2-3	54.0
1442115669705	3-4	40.0
1442115669705	4-5	17.0
1442115669705	5-1	142.0
1442115670705	1-2	50.0
1442115670705	2-3	53.0
1442115670705	3-4	40.0
1442115670705	4-5	17.0
1442115670705	5-1	141.0
1442115671705	1-2	51.0
1442115671705	2-3	53.0
1442115671705	3-4	40.0
1442115671705	4-5	17.0
1442115671705	5-1	140.0
1442115672705	1-2	50.0
1442115672705	2-3	53.0
1442115672705	3-4	39.0
1442115672705	4-5	18.0
1442115672705	5-1	139.0
1442115673705	1-2	51.0
1442115673705	2-3	53.0
1442115673705	3-4	39.0
1442115673705	4-5	18.0
1442115673705	5-1	137.0
1442115674705	1-2	50.0
1442115674705	2-3	53.0
1442115674705	3-4	39.0
1442115674705	4-5	18.0
1442115674705	5-1	136.0
1442115675705	1-2	51.0
1442115675705	2-3	53.0
1442115675705	3-4	38.0
1442115675705	4-5	18.0
